date,year,month,quarter,mode,scenario,ads_revenue,cloud_revenue,new_geo_revenue,device_revenue,revenue,platform_revenue,frontier_revenue,total_mau_m,cloud_customers,cloud_arpu_annual,device_units,marketing_spend,gross_logo_adds,churn_rate,compute_units,infra_unit_cost,cogs,gross_profit,rnd_expense,snm_expense,gna_expense,opex,operating_income,sbc,interest_income,tax,net_income,platform_operating_income,frontier_operating_income,depreciation,capex,headcount_total,hc_Engineering,hc_Research,hc_Sales_Marketing,hc_G_and_A,hc_Operations,comp_Engineering,comp_Research,comp_Sales_Marketing,comp_G_and_A,comp_Operations,cash,accounts_receivable,accounts_payable,deferred_revenue,ppe_net,other_assets,total_assets,total_liabilities,retained_earnings,paid_in_capital,total_equity,balance_check,cfo,cfi,cff,net_change_in_cash,event_notes,mau_NA,mau_EU,mau_APAC,mau_LATAM,mau_ROW,arpu_NA,arpu_EU,arpu_APAC,arpu_LATAM,arpu_ROW,fx_NA,fx_EU,fx_APAC,fx_LATAM,fx_ROW,adsrev_NA,adsrev_EU,adsrev_APAC,adsrev_LATAM,adsrev_ROW
2023-01-01,2023,1,2023-Q1,actual,Reported actuals,1682205635.3053901,34855930.99896088,0.0,108360000.0,1825421566.304351,1717061566.304351,108360000.0,3232.1737687963296,8776.515422122846,47658.0,252000.0,7847690.0902178725,666.7154221228459,0.011,2247307859.91325,0.084745,362164156.49116886,1463257409.8131824,578360064.9873261,229702346.7501995,199080287.5201196,1007142699.2576454,456114710.555537,296962331.2201599,87500000.0,86978353.68888591,456636356.86665106,784000599.6866295,-327885889.1310925,10648292.470108716,511118038.5652183,48939.8557848236,21261.123145170724,4197.252912631297,9951.51059696236,6116.303271854142,7413.6658582050795,411048380.806634,93738648.38209896,147614073.85494167,78492558.65546149,74754464.07023455,29844923614.570217,2281776957.880439,1816059344.31067,57512286.148285456,500469746.09510964,12000000000.0,44627170318.54576,1873571630.4589553,17101439475.234724,25652159212.852085,42753598688.08681,0.0,356041653.1354361,-511118038.5652183,0.0,-155076385.4297822,,411.57815879159466,524.8126194853821,1187.7641647710545,360.6419691530879,747.3768565952101,17.272546551048517,11.249329390564965,4.344388234238185,2.978635191157741,1.833909697179468,1.0150090239161291,1.0226542303558914,0.9296874984704203,0.8936891380635495,0.8579476588182848,601308508.481291,503127987.0094637,399774042.8548011,80001626.25947689,97993470.70035724
2023-02-01,2023,2,2023-Q1,actual,Reported actuals,1710229891.531444,37657905.48185466,0.0,113778000.0,1861665797.0132987,1747887797.0132987,113778000.0,3258.9580955904594,9351.120193373512,48325.212,264600.0,8169757.278223178,671.1464408940174,0.011,2276485965.157588,0.084490765,377486326.4225304,1484179470.5907683,581674280.2936805,232407318.84649298,201771218.65702802,1015852817.7972016,468326652.7935667,298327931.6983371,87047693.8758298,88859895.46710345,466514451.20229304,799882289.1952477,-331555636.40168095,21508009.61935296,521266423.1637237,49144.97899546651,21218.632184467242,4276.462120378255,10089.14013328217,6176.322120078481,7384.42243726036,410226888.8997,95507654.02178103,149655578.64368552,79262800.54100718,74459592.90904197,30089521687.774628,2327082246.2666235,1836255478.64823,62135544.045060195,1000228159.6394805,12000000000.0,45416832093.68073,1898391022.6932902,17567953926.437016,25950487144.550423,43518441070.98744,0.0,765864496.3681333,-521266423.1637237,0.0,244598073.2044096,,415.8867304420982,524.7730776481877,1198.0295620332731,362.45405745450137,757.8146680123988,17.165258696690646,11.267654099825554,4.359249869440937,2.960072501078005,1.8631116188155559,0.9914334435567379,1.0576743253516456,0.9698346453761907,0.8656775999828373,0.8480628932198672,589804029.5842344,521165632.19397736,422080944.94267553,77398090.823796,99781193.98676093
2023-03-01,2023,3,2023-Q1,actual,Reported actuals,1778831809.8118024,40566532.136251956,0.0,119466900.0,1938865241.9480543,1819398341.9480543,119466900.0,3279.1425342678526,9934.303100162231,49001.764968,277830.0,9298508.846013721,686.045228915827,0.011,2301822082.2463627,0.084237292705,396343273.78773284,1542521968.1603215,579200181.3592273,234272750.79623678,204320622.23711345,1017793554.3925775,524728413.76774395,297186006.63576794,87761104.922676,97998322.99046719,514491195.6999527,857293013.7082276,-332564599.9404836,32818056.86404994,542882267.7454553,49137.92644409041,20955.91729492831,4306.038610307568,10158.049907277376,6240.132405615273,7477.788225961881,405147734.36861396,96168195.63020235,150677740.29128107,80081699.205396,75401031.27844897,30317616752.187603,2423581552.435068,1854437623.7955792,66934778.02481574,1510292370.520886,12000000000.0,46251490675.143555,1921372401.820395,18082445122.136967,26247673151.18619,44330118273.32316,0.0,770977332.1584306,-542882267.7454553,0.0,228095064.4129753,,416.9235804294079,526.9142190501871,1207.3113859944933,364.50342855977857,763.4899202339857,17.882119506143216,11.796949735956712,4.575281029383895,3.0707970515636176,1.9838235933618364,1.0174285755589638,1.0514191604592666,0.9028969017506847,0.8687557498709172,0.8352808710332148,632117969.9539677,544633421.5819353,415617655.5407746,81034354.7983403,105428407.93678457
2023-04-01,2023,4,2023-Q2,actual,Reported actuals,1844134954.7100022,43502329.47047427,0.0,125440245.0,2013077529.1804764,1887637284.1804764,125440245.0,3293.592535791837,10506.161715652519,49687.789677552006,291721.5,8918608.368673481,681.1359495920734,0.011,2323544932.0406857,0.083984580826885,415898229.32676625,1597179299.8537102,583101387.7977514,232617688.61519724,206963033.7015715,1022682110.1145201,574497189.7391901,297842680.87898654,88426382.19388051,106067771.5092913,556855800.4237794,910640570.3068029,-336143380.56761277,44561009.11760272,563661708.1705334,49188.49224954668,21030.99718644981,4333.372071816794,10061.016406299581,6297.145626228843,7465.96095875165,406599278.9380297,96778642.93724173,149238410.02677712,80813368.86993681,75281773.0007458,30585894622.831886,2516346911.4755955,1875039005.6290872,71778843.62628256,2029393069.5738165,12000000000.0,47131634603.881294,1946817849.2553697,18639300922.560745,26545515832.065178,45184816754.62592,0.0,831939578.8148161,-563661708.1705334,0.0,268277870.6442827,,416.56361442927926,527.4861747476613,1206.1000399748646,369.2366070478571,774.2060995921746,18.451463951723802,12.037739228709203,4.789285030356991,3.184291796412014,2.063205208815184,1.0171595176251431,1.026200968505927,0.9326491186909125,0.8827902985629501,0.857765179038476,651508345.4774528,543009198.5670472,448942845.07047194,86495580.02080329,114178985.57422699
2023-05-01,2023,5,2023-Q2,actual,Reported actuals,1866012444.4723651,46540773.27994267,0.0,131712257.25,2044265475.002308,1912553217.752308,131712257.25,3294.2250037527165,11084.783315688263,50383.41873303773,306307.575,9946583.641370842,694.1893789079217,0.011,2336717500.215025,0.08373262708440433,433134360.60951656,1611131114.3927913,584445696.4572626,232596452.52356794,209034840.51843563,1026076989.4992661,585054124.8935251,297578688.6517675,89208859.316593,107882077.47361891,566380906.7364993,923734696.6287748,-338680571.73524964,56485891.055116184,572394333.0006462,49190.1103775978,20961.20352332387,4370.147388316908,9994.732363095858,6292.057683685375,7571.969419175781,405249934.7842615,97599958.3390776,148255196.71925524,80748073.60729565,76350691.64335579,30915317904.236065,2555331843.752885,1890382633.5821958,76792275.91190541,2545301511.5193467,12000000000.0,48015951259.50829,1967174909.494101,19205681829.297245,26843094520.716946,46048776350.01419,0.0,901817614.404825,-572394333.0006462,0.0,329423281.40417874,,418.6958677675683,528.4121374102291,1198.1839788590912,369.5086264363274,779.4243932795006,18.863295458207332,12.162863988465524,4.7909381243176,3.2681490253091496,2.1445228884503407,1.0133077021794556,1.0483259175709656,0.9053977872102082,0.8640635686256629,0.8439435124919558,666923989.822352,561466322.413633,433114030.6770684,86954263.69958237,117553837.85972919
2023-06-01,2023,6,2023-Q2,actual,Reported actuals,1915446244.457611,49639546.009090565,0.0,138297870.1125,2103383660.5792017,1965085790.4667017,138297870.1125,3311.7563850417637,11659.594831009039,51088.78659530026,321622.95375000004,10154570.965737695,696.7441317933482,0.011,2361127743.5153265,0.08348142920315112,453945360.47033036,1649438300.1088715,596553841.5528408,233360189.3546433,211393232.8266463,1041307263.7341304,608131036.3747411,301489919.66443706,90169677.22068852,111728114.17526875,586572599.4201609,954335141.6701074,-346204105.2953663,68755629.07516153,588947424.9621766,49630.45865043344,21499.357230860005,4355.101321586739,9966.278998166044,6242.466378420192,7567.2547214004535,415654239.79662675,97263929.51543717,147833138.47279632,80111651.85639246,76303151.77412124,31248375444.915432,2629229575.724002,1924354208.032001,81905250.91499944,3065493307.406362,12000000000.0,48943098328.0458,2006259458.9470005,19792254428.717407,27144584440.381382,46936838869.098785,1.52587890625e-05,922004965.6415418,-588947424.9621766,0.0,333057540.6793653,,420.69915894228757,524.2001512457765,1206.9773148728696,371.813265630097,788.066494350733,19.23194573355846,12.365178599112712,4.882456824235079,3.2940347641036816,2.2304793850722024,0.9881170008860641,1.0388806531096602,0.959793087378569,0.8831552511752311,0.8641968911805478,666226639.364901,561153851.4119422,471339558.6237755,90138197.31776549,126587997.739227
2023-07-01,2023,7,2023-Q3,actual,Reported actuals,1925465577.1180205,52796441.835993476,0.0,145212763.61812502,2123474782.572139,1978262018.954014,145212763.61812502,3339.219258784009,12229.884563623851,51804.02960763447,337704.10143750004,10302576.343319643,698.5452757559125,0.011,2392237573.9207783,0.08323098491554166,471436328.1385157,1652038454.4336233,608890413.7711332,234974221.46492672,213258225.5725729,1057122860.8086329,594915593.6249905,305606836.0701798,91141095.04767,109769070.18762568,576287618.4850348,948776056.6620225,-353860463.037032,81142565.30683234,594572939.120199,49985.40309641794,21948.003807600453,4411.212992774322,9995.726029487332,6185.068206104419,7445.392060451411,424328073.6136088,98517090.17195986,148269936.1040621,79375041.97834004,75074369.94288506,31625675982.513203,2654343478.2151737,1953095689.2647073,87114129.02938925,3578923681.2197285,12000000000.0,49858943141.948105,2040209818.2940965,20368542047.202442,27450191276.45156,47818733323.65401,0.0,971873476.7179712,-594572939.120199,0.0,377300537.59777224,,423.3210490516291,521.650476624618,1231.2519151924214,372.10798445988894,790.8878334554518,19.110384770934964,12.360609057051498,5.055372893187633,3.2086512152010314,2.22417773929701,0.9705838741099468,1.067600657925782,0.9377080154589336,0.8847117217372514,0.8395943544159833,654321393.8617117,573650089.866422,486392082.39060634,88026216.47858582,123075794.52069484
2023-08-01,2023,8,2023-Q3,actual,Reported actuals,1950751066.4167674,56028979.82752862,0.0,152473401.79903126,2159253448.0433273,2006780046.244296,152473401.79903126,3356.7071312297567,12799.484037284374,52529.28602214135,354589.30650937505,10768647.901281036,704.1282038603861,0.011,2417181350.574962,0.08298129196079504,489412777.23251843,1669840670.810809,612657979.9961197,235484088.6443556,214058827.61866316,1062200896.2591385,607639774.5516704,306149032.350579,92241554.94899684,111981012.72010678,587900316.7805605,965074464.5238068,-357434689.9721364,93738210.42041843,604590965.4521317,49897.38165177819,21949.18969457753,4483.5149206450305,9989.54040373684,6114.053249779273,7361.083383039514,424351000.76183224,100131833.22773902,148178182.6554298,78463683.37216733,74224257.44564843,31986445611.53294,2699066810.054159,1970058368.3379698,92447816.71542223,4089776436.251442,12000000000.0,50775288857.83854,2062506185.053392,20956442363.983,27756340308.80214,48712782672.78514,7.62939453125e-06,965360594.4718679,-604590965.4521317,0.0,360769629.0197362,,423.85600298838403,526.6371656114416,1229.6094435371467,372.8570368647006,803.747482228084,19.465164061716948,12.2287729690713,5.002401486342615,3.245368481733923,2.240152506522881,1.0026054904294577,1.0251161809052425,0.9695895370232942,0.8641084816656683,0.8473371557398124,689326920.3627816,550156476.1190397,496995445.5764974,87135149.34218773,127137075.016261
2023-09-01,2023,9,2023-Q3,actual,Reported actuals,2061278052.2159705,59332247.00874999,0.0,160097071.88898283,2280707371.1137033,2120610299.2247205,160097071.88898283,3374.676123727363,13366.958177165341,53264.69602645133,372318.7718348438,11121535.593230063,708.2684642910948,0.011,2442734917.859536,0.08273234808491266,515454113.3967513,1765253257.7169518,619543335.4587598,235030527.19108367,216357628.41225073,1070931491.0620942,694321766.6548576,307950424.11998034,93293799.70030442,126018490.61682592,661597075.7383361,1056879767.8488452,-362558001.19398767,107042336.75191504,638598063.911837,50055.867523682085,22022.482988535463,4612.230909569344,9904.812510192709,6068.2092611460175,7448.131854238551,425768004.44501895,103006490.31371534,146921385.56785852,77875352.18470722,75101996.19690539,32311710287.98735,2850884213.892129,2003698285.0829413,97898207.5644375,4621332163.411364,12000000000.0,51783926665.29084,2101596492.6473787,21618039439.721336,28064290732.92212,49682330172.643456,7.62939453125e-06,963862740.3662484,-638598063.911837,0.0,325264676.4544114,,429.38300724849415,529.022459867163,1232.9032482028922,379.985972870796,803.3814355380176,20.224741020915914,12.879082637703402,5.271477614634142,3.3882276760361587,2.3853682973939754,0.9976272334778024,1.054607032528641,0.9379748697553859,0.8584493450417192,0.879302317253316,721962886.3313173,598781615.1596562,508008899.2244397,92102957.96142262,140421693.53913477
2023-10-01,2023,10,2023-Q4,actual,Reported actuals,2155604664.9092817,62702816.1864261,0.0,168101925.48343197,2386409406.5791397,2218307481.095708,168101925.48343197,3383.357546277103,13931.275635198199,54010.40177082165,390934.710426586,11388615.991648566,711.3539979816757,0.011,2462534233.063107,0.08248415104065791,540781769.329924,1845627637.2492156,626765535.242371,237687554.73837477,220886786.01152748,1085339875.9922733,760287761.2569423,310836239.74733835,94242488.33996311,136724839.93550485,717805409.6614006,1128750282.452944,-368462521.19600177,120963058.29029335,668194633.8421592,50497.47260249832,22110.808745194823,4718.976637305513,10017.295200666851,6185.78115899391,7464.610860337218,427475635.7404332,105390478.23315644,148589878.8098916,79384191.54042184,75268159.50840028,32705775776.138355,2983011758.2239246,2042919804.5657048,103459646.70760307,5168563738.963229,12000000000.0,52857351273.32551,2146379451.2733078,22335844849.382736,28375126972.669456,50710971822.05219,7.62939453125e-06,1062260121.9931657,-668194633.8421592,0.0,394065488.1510066,,430.0763074963356,535.70143826958,1221.572181941363,379.65489477509703,816.3527237947279,21.10953543870207,13.47518323506923,5.522659920925747,3.520369264466022,2.467818028024749,1.0067514909759787,1.063522714658814,0.9143159169725527,0.8741194274436657,0.850520735374105,761667157.5164663,639768739.5626339,514022902.0334349,97356903.10237457,142788962.69437203
2023-11-01,2023,11,2023-Q4,actual,Reported actuals,2353284482.2370243,66146102.06267858,0.0,176507021.7576036,2595937606.057307,2419430584.299703,176507021.7576036,3421.5304154198852,14493.395375435393,54766.547395613154,410481.4459479153,11741001.559272312,715.3637722243747,0.011,2501808398.6861753,0.08223669858753593,572785921.1343019,2023151684.9230049,622010161.777415,236061862.11744398,221759376.3499798,1079831400.244839,943320284.6781659,307645209.1113195,95391846.01373687,166193940.91070443,872518189.7811983,1311542644.755631,-368222360.07746494,136106027.65896097,726862529.696046,49994.79746819802,21712.840691142454,4761.473052419527,9937.723030135403,6166.603181809155,7416.157512691482,419781586.69542074,106339564.83736944,147409558.2803418,79138074.16655083,74779588.25297244,33063831290.76503,3244922007.5716333,2067797249.9888403,109141068.40341967,5759320241.000314,12000000000.0,54068073539.336975,2176938318.39226,23208363039.163933,28682772181.780777,51891135220.94471,7.62939453125e-06,1084918044.322722,-726862529.696046,0.0,358055514.62667596,,430.0922787365132,532.8297678637191,1250.7463117060438,381.89048520137993,825.9715719122294,22.918591347894562,14.590736070253984,6.13302798845802,3.757045102147442,2.7279258139615705,1.0035314671690743,1.054792794932917,0.9141296736796061,0.8696035565542426,0.8376055747583586,824326602.9743223,683363203.4069111,584346891.7802936,103974133.07801105,157273650.99748597
2023-12-01,2023,12,2023-Q4,actual,Reported actuals,2533648856.7498264,69678063.10025786,0.0,185332372.84548378,2788659292.695568,2603326919.8500843,185332372.84548378,3456.8894330159756,15056.498938455914,55533.27905915174,431005.5182453111,12386102.516021928,722.5309121503112,0.011,2539625996.4814672,0.08198998849177333,606928674.2467318,2181730618.4488363,626540819.2808516,237239519.61404055,224696336.77545756,1088476675.6703498,1093253942.7784865,308598780.4747664,96436174.59806468,190350418.7802482,999339698.596303,1466042491.9679952,-372788549.18950856,152373206.86635178,780824601.9547591,50176.8495539004,21850.835768122342,4734.327727512397,9957.554290741147,6167.014031143106,7467.1177363814095,422449491.51703197,105733319.24777687,147703721.97932702,79143346.73300318,75293437.17517921,33551977503.947704,3485824115.86946,2111530751.7746744,114968804.11542548,6387771636.08872,12000000000.0,55425573255.90588,2226499555.8901,24207702737.760235,28991370962.255543,53199073700.01578,7.62939453125e-06,1268970815.1374345,-780824601.9547591,0.0,488146213.18267536,,425.3505264418197,529.1926538805221,1284.1273472465778,385.88236750201503,832.3365379450412,23.831241704019703,15.232060503375283,6.416076374802489,4.0852905360759,2.9357118792834616,1.042584942240566,1.0885751840947477,0.9231505694037426,0.862631315419663,0.8573910232659325,880691588.2439528,731222668.5878519,633824344.3116747,113323989.77362259,174586265.83272442
2024-01-01,2024,1,2024-Q1,actual,Reported actuals,1979913045.724762,73312882.97902733,0.0,194598991.48775798,2247824920.1915474,2053225928.7037892,194598991.48775798,3474.4593388400385,15623.210033535015,56310.744965979866,452555.7941575767,13300938.881949335,732.3325834021152,0.011,2566312678.75794,0.081744018526298,587647845.7222673,1660177074.4692802,633554565.6518184,241177980.65879443,227858412.53469157,1102590958.8453045,557586115.6239758,311210118.5294529,97859934.38651414,104871368.00167839,550574682.0088116,936009001.1225997,-378422885.49862397,165485518.9008025,629390977.6536334,50574.04239123425,22151.97974850577,4686.103758716389,10117.382841201024,6220.942322128482,7397.633720682588,428271608.4711116,104656317.27799936,150074512.14448187,79835426.46731552,74592806.68354943,34596164035.123344,2809781150.2394342,2075797522.734883,120966256.9153951,6851677094.841551,12000000000.0,56257622280.20433,2196763779.650278,24758277419.769047,29302581080.784996,54060858500.55405,7.62939453125e-06,1673577508.829271,-629390977.6536334,0.0,1044186531.1756377,,427.49951040659,531.8413488960632,1284.6789480380833,394.8213823329265,835.6181491663756,19.027653145959665,12.007281333328631,5.0900435123274494,3.299415196798553,2.295626529182047,1.0031085865533693,1.0500017722549198,0.9281904692695092,0.8867908993249944,0.8702494302025107,679966551.5203674,558773204.4584223,505792005.95597523,96267039.592299,139114244.19769776
2024-02-01,2024,2,2024-Q1,actual,Reported actuals,1962719398.9619913,76970934.06076197,0.0,204328941.0621459,2244019274.084899,2039690333.0227532,204328941.0621459,3498.758040531358,16176.284446038333,57099.09539550359,475183.5838654555,12606466.04436837,724.9297228722021,0.011,2597470649.400583,0.0814987864707191,607083036.2018752,1636936237.8830237,644638301.2987635,242037407.21438313,230193862.49977514,1116869571.0129218,520066666.8701019,314947639.88093644,100905478.43577643,99355543.24894054,521616602.0569379,905522059.8129995,-385455392.9428976,178575631.33296442,628325396.7437718,50998.51485387619,22560.07982382002,4718.8749349681375,10159.14817077173,6162.450500849292,7397.961423467014,436161543.2605204,105388206.88095509,150694031.19978067,79084781.42756592,74596111.01995906,35022655589.7826,2805024092.606124,2104681758.9489014,127002041.20025727,7301426860.2523575,12000000000.0,57129106542.64108,2231683800.1491585,25279894021.825985,29617528720.66593,54897422742.49191,1.52587890625e-05,1054816951.4030296,-628325396.7437718,0.0,426491554.65925777,,429.0186218525519,532.755752548511,1305.6305095388384,398.4755190219764,832.8776375694802,18.958878495768072,11.908783170672962,4.915597790681304,3.31246146906858,2.3089735500000894,0.994156576283929,1.0532038127541519,0.9255945850801199,0.8734543033687453,0.879364953640791,673848599.9139402,556835239.9761031,495035323.7070691,96075227.82981716,140925007.53506193
2024-03-01,2024,3,2024-Q1,actual,Reported actuals,2108672475.1589048,80793666.16885163,0.0,214545388.11525318,2404011529.4430094,2189466141.3277564,214545388.11525318,3533.2811397732207,16745.240087378603,57898.48273104064,498942.7630587283,14732854.348981712,746.8947702466935,0.011,2635966138.7617702,0.08125429011130694,639390174.7652273,1764621354.677782,662626299.1942353,243525393.88820496,233974361.02246946,1140126054.1049097,624495300.5728724,320886399.300231,102149412.13686593,116263154.03355815,610381558.6761802,1020397441.170757,-395902140.59788465,192599031.92138198,673123228.2440426,51566.6207691665,23236.794490917637,4812.518294933324,10016.01840769655,6177.657404075334,7323.632171543651,449244693.4910743,107479575.25351089,148570939.7141655,79279936.68563345,73846624.39639847,35340613777.245895,3005014411.8037615,2165578995.9777384,133309549.1786052,7781951056.575018,12000000000.0,58127579245.62468,2298888545.1563435,25890275580.502167,29938415119.966164,55828690700.46833,7.62939453125e-06,991081415.7073406,-673123228.2440426,0.0,317958187.46329796,,431.52993710788945,535.758092682794,1320.840279205664,399.63613760341445,845.5166931734589,20.126287320090622,12.634090602460114,5.099359506917961,3.499957908410016,2.407322210936536,1.023548237779554,1.0592188563335043,0.9312377521749814,0.8592618562331783,0.8699112005889444,740801182.9550327,597471486.9185914,522691289.93795294,100154821.58611298,147553693.76121464
2024-04-01,2024,4,2024-Q2,actual,Reported actuals,2174361155.2058883,84603571.9482128,0.0,225272657.52101582,2484237384.6751165,2258964727.154101,225272657.52101582,3550.565851288328,17292.779642951966,58709.06148927521,523889.9012116647,13244268.759437555,731.7371965345258,0.011,2663202805.519907,0.08101052724097302,665806063.191703,1818431321.4834137,667540722.5692221,240190646.52373624,238384771.80844274,1146116140.901401,672315180.5820127,321942937.3864481,103076790.18363386,124062715.32250343,651329255.443143,1072393202.9008331,-400078022.31882054,207090416.66532016,695586467.7090327,51723.183000375895,23255.949436333874,4899.853843661305,9873.751241641796,6307.6545335375,7385.9739452014155,449615022.4357882,109430069.17510249,146460643.41768664,80948233.18039791,74475237.28078094,35760230086.77845,3105296730.843896,2194415138.2286005,139595893.71455112,8270447107.618731,12000000000.0,59135973925.24107,2334011031.9431515,26541604835.94531,30260358057.35261,56801962893.29792,0.0,1115202777.2415848,-695586467.7090327,0.0,419616309.5325521,,436.94580897251524,533.15940020281,1321.8898365541709,404.5884982951918,853.98230726364,21.05657157095083,13.107985337322797,5.32550148886862,3.5436115911359662,2.526554388860322,0.986021391428425,1.0244522368629962,0.9514888038715845,0.8853568544309326,0.8774755645880704,755997448.5858898,596627801.4903892,558185062.4845425,105778341.61641037,157772501.0286563
2024-05-01,2024,5,2024-Q2,actual,Reported actuals,2193248602.90354,88549350.39183542,0.0,236536290.39706665,2518334243.692442,2281797953.2953753,236536290.39706665,3562.589458191084,17849.39632536426,59530.988350125066,550084.396272248,14727022.081672696,746.8372584847667,0.011,2687590419.469913,0.0807674956592501,690510685.2007599,1827823558.491682,677835513.8374628,243398792.98251384,243768143.12016934,1165002449.940146,662821108.5515361,325912174.15138966,104300671.08643715,122739484.74207571,644382294.8958975,1070254366.1563921,-407433257.6048561,221780699.75352606,705133588.2338839,52346.857165868205,23498.303716751478,5003.842063926537,9923.172631213061,6429.224955001793,7492.313798975338,454300538.5238619,111752472.76102598,147193727.36299375,82508386.922523,75547497.47300132,36253706962.943924,3147917804.6155524,2237060973.1668253,146106428.14652848,8753799996.099089,12000000000.0,60155424763.65857,2383167401.3133535,27185987130.841206,30586270231.504,57772257362.34521,7.62939453125e-06,1198610464.3993587,-705133588.2338839,0.0,493476876.1654749,Soft EU ad demand on macro weakness,435.86829957109126,535.370479821641,1321.1005530897396,408.9404902245812,861.3096354840308,21.62559720254393,12.152666220128271,5.416193682135638,3.664291061703001,2.632066829645611,1.0213694311197807,1.0556772080249162,0.9271630808963862,0.86136976495718,0.8373590001101864,802278221.9240173,572368717.736355,552846983.7959001,107561897.22709937,158192782.22016844
2024-06-01,2024,6,2024-Q2,actual,Reported actuals,2236490219.04742,92564041.9121964,0.0,248363104.91691998,2577417365.876537,2329054260.9596167,248363104.91691998,3577.6024969160726,18401.045892642982,60364.422187026816,577588.6160858604,14844493.843772536,747.9929268577288,0.011,2714210599.026672,0.08052519317227234,715552953.776169,1861864412.100368,672407426.7500674,242688083.16480643,246279776.1403687,1161375286.0552425,700489126.0451255,323083019.59455043,105739978.64191978,128996656.74992724,677232447.9371179,1107464478.8447876,-406975352.79966223,236815634.38780585,721676862.4454304,52078.2237186824,23029.085972188303,5062.078058121831,9915.022545330088,6485.830525783625,7586.206617258554,445228995.4623072,113053076.63138758,147072834.4223963,83234825.08088985,76494250.05735709,36717684332.79774,3221771707.345671,2252813765.2681203,152730669.15512407,9238661224.156713,12000000000.0,61178117264.300125,2405544434.4232445,27863219578.778324,30909353251.098553,58772572829.87688,0.0,1185654232.2992458,-721676862.4454304,0.0,463977369.85381544,,438.33000061758133,528.9488888941333,1329.6022002786538,408.48673748362984,872.2346696420746,22.627093114617033,12.593101465086066,5.609188081691928,3.6660757616291666,2.7092480386368414,0.9958967662226791,1.0403883119499067,0.9001979725363041,0.8660232012955525,0.8546966610485853,823119776.461558,577511491.3545291,559472200.8863685,108075605.527622,168311144.81734243
2024-07-01,2024,7,2024-Q3,actual,Reported actuals,2279203584.921094,96634242.91604824,0.0,260781260.16276598,2636619087.999908,2375837827.837142,260781260.16276598,3592.8711036149966,18944.94250833737,61209.52409764519,606468.0468901534,14673429.414885638,746.3081205134614,0.011,2741230037.5971503,0.08028361759275553,742920252.3514704,1893698835.6484375,677602596.4264344,243119938.56866074,250054449.43623638,1170776984.4313316,722921851.2171059,324652088.3497681,107093245.97066008,132802415.55004255,697212681.6377234,1134480223.4943442,-411558372.27723825,252195912.40113866,738253344.6399744,52355.87451569933,23023.790761718363,5163.677983192365,9929.223847168521,6522.5078385455445,7716.674085074538,445126621.3932217,115322141.62462948,147283487.0663331,83705517.2613345,77809797.02450159,37220107382.75603,3295773859.999885,2286715798.4756103,159446500.81147963,9724718656.39555,12000000000.0,62240599899.15146,2446162299.28709,28560432260.416046,31234005339.448322,59794437599.864365,7.62939453125e-06,1240676394.5982618,-738253344.6399744,0.0,502423049.9582875,,441.45686210872014,527.5631006173311,1345.0194084686427,410.95597376306245,867.8757586572402,22.612322222389853,12.5105386687081,5.574367361260777,3.6641939417768263,2.671442731192735,1.0106012941120293,1.0541322980297962,0.9396937109566174,0.8945995351396238,0.824802848243472,840682566.5505614,579781422.7748879,587123159.2298411,112259000.79664403,159357435.56915936
2024-08-01,2024,8,2024-Q3,actual,Reported actuals,2260945195.52358,100820435.35353374,0.0,273820323.1709043,2635585954.048018,2361765630.877114,273820323.1709043,3600.528552529076,19492.73849742745,62066.45743501222,636791.4492346612,15694611.846639482,756.1903566817904,0.011,2763789387.6287413,0.08004276673997726,766928631.6875198,1868657322.3604982,689182359.5249815,244792336.7768458,252497028.53909376,1186471724.8409212,682185597.519577,328182149.6370658,108558646.53303842,126519079.04841846,664225165.0041969,1101117612.8309593,-418932015.31138235,267570163.79975212,737964067.1334451,52709.14213600453,23465.90585841514,5182.469313957475,9913.630619389203,6459.857101087,7687.279243155712,453674179.9293594,115741814.6783836,147052187.52093986,82901499.46394983,77513399.03515343,37785896335.838005,3294482442.5600224,2322292705.2883024,166353718.3333307,10195112559.729244,12000000000.0,63275491338.12727,2488646423.621633,29224657425.420242,31562187489.08539,60786844914.50563,7.62939453125e-06,1303753020.2154207,-737964067.1334451,0.0,565788953.0819756,,441.96584687270536,525.6755498832711,1343.9749011612928,419.36515181487135,869.5471027969356,22.9144896987053,12.362177829473417,5.541714611953983,3.6035091782600714,2.6936577819041623,1.0018425331686822,1.0189087332361346,0.9449466813604421,0.8869137634413745,0.8477715269383086,845506829.6672878,551781077.468792,586491028.3737749,111690984.70788634,165475275.305839
